,time,duration,value,confidence,start_time,end_time,chord,length,id,id_cat
84,0.0,2.2222222222222223,G#:min,,0.0,35555.555555555555,282,568775,00_Funk2-108-Eb_comp,8
85,2.2222222222222223,2.2222222222222223,C#:7,,35555.555555555555,71111.11111111111,41,568775,00_Funk2-108-Eb_comp,8
86,4.444444444444445,2.2222222222222223,F#:maj,,71111.11111111111,106666.66666666669,211,568775,00_Funk2-108-Eb_comp,8
87,6.666666666666667,2.2222222222222223,B:maj,,106666.66666666669,142222.22222222222,386,568775,00_Funk2-108-Eb_comp,8
88,8.88888888888889,2.2222222222222214,F:hdim7,,142222.22222222222,177777.77777777778,185,568775,00_Funk2-108-Eb_comp,8
89,11.11111111111111,2.222222222222223,A#:7,,177777.77777777778,213333.33333333337,356,568775,00_Funk2-108-Eb_comp,8
90,13.333333333333334,4.444444444444445,D#:min,,213333.33333333337,284444.44444444444,107,568775,00_Funk2-108-Eb_comp,8
91,17.77777777777778,2.2222222222222214,G#:min,,284444.44444444444,320000.0,282,568775,00_Funk2-108-Eb_comp,8
92,20.0,2.2222222222222214,C#:7,,320000.0,355555.55555555556,41,568775,00_Funk2-108-Eb_comp,8
93,22.22222222222222,2.222222222222225,F#:maj,,355555.55555555556,391111.1111111111,211,568775,00_Funk2-108-Eb_comp,8
94,24.444444444444446,2.2222222222222214,B:maj,,391111.1111111111,426666.6666666667,386,568775,00_Funk2-108-Eb_comp,8
95,26.666666666666668,2.2222222222222214,F:hdim7,,426666.6666666667,462222.22222222225,185,568775,00_Funk2-108-Eb_comp,8
96,28.88888888888889,2.222222222222225,A#:7,,462222.22222222225,497777.7777777778,356,568775,00_Funk2-108-Eb_comp,8
97,31.11111111111111,4.437288888888787,D#:min,,497777.7777777778,568774.3999999984,107,568775,00_Funk2-108-Eb_comp,8
156,0.0,2.1818181818181817,D#:min,,0.0,34909.090909090904,107,558452,00_Jazz2-110-Bb_comp,14
157,2.1818181818181817,2.1818181818181817,G#:7,,34909.090909090904,69818.18181818181,286,558452,00_Jazz2-110-Bb_comp,14
158,4.363636363636363,2.1818181818181817,C#:maj,,69818.18181818181,104727.27272727272,36,558452,00_Jazz2-110-Bb_comp,14
159,6.545454545454545,2.1818181818181817,F#:maj,,104727.27272727272,139636.36363636362,211,558452,00_Jazz2-110-Bb_comp,14
160,8.727272727272727,2.1818181818181817,C:hdim7,,139636.36363636362,174545.45454545453,10,558452,00_Jazz2-110-Bb_comp,14
161,10.909090909090908,2.1818181818181817,F:7,,174545.45454545453,209454.54545454544,181,558452,00_Jazz2-110-Bb_comp,14
162,13.09090909090909,4.363636363636363,A#:min,,209454.54545454544,279272.72727272724,352,558452,00_Jazz2-110-Bb_comp,14
163,17.454545454545453,2.18181818181818,D#:min,,279272.72727272724,314181.8181818181,107,558452,00_Jazz2-110-Bb_comp,14
164,19.636363636363633,2.181818181818183,G#:7,,314181.8181818181,349090.90909090906,286,558452,00_Jazz2-110-Bb_comp,14
165,21.818181818181817,2.181818181818183,C#:maj,,349090.90909090906,384000.0,36,558452,00_Jazz2-110-Bb_comp,14
166,24.0,2.18181818181818,F#:maj,,384000.0,418909.0909090909,211,558452,00_Jazz2-110-Bb_comp,14
167,26.18181818181818,2.18181818181818,C:hdim7,,418909.0909090909,453818.18181818177,10,558452,00_Jazz2-110-Bb_comp,14
168,28.36363636363636,2.181818181818183,F:7,,453818.18181818177,488727.2727272727,181,558452,00_Jazz2-110-Bb_comp,14
169,30.545454545454543,4.357745454545427,A#:min,,488727.2727272727,558451.1999999995,352,558452,00_Jazz2-110-Bb_comp,14
242,0.0,2.823529411764706,A#:min,,0.0,45176.470588235294,352,722772,00_Rock2-85-F_comp,21
243,2.823529411764706,2.823529411764706,D#:7,,45176.470588235294,90352.9411764706,111,722772,00_Rock2-85-F_comp,21
244,5.647058823529412,2.8235294117647056,G#:maj,,90352.9411764706,135529.41176470587,281,722772,00_Rock2-85-F_comp,21
245,8.470588235294118,2.8235294117647065,C#:maj,,135529.41176470587,180705.88235294115,36,722772,00_Rock2-85-F_comp,21
246,11.294117647058824,2.8235294117647065,G:hdim7,,180705.88235294115,225882.3529411765,255,722772,00_Rock2-85-F_comp,21
247,14.11764705882353,2.8235294117647047,C:7,,225882.3529411765,271058.82352941175,6,722772,00_Rock2-85-F_comp,21
248,16.941176470588236,5.647058823529413,F:min,,271058.82352941175,361411.7647058823,177,722772,00_Rock2-85-F_comp,21
249,22.58823529411765,2.8235294117647065,A#:min,,361411.7647058823,406588.2352941177,352,722772,00_Rock2-85-F_comp,21
250,25.411764705882355,2.8235294117647065,D#:7,,406588.2352941177,451764.705882353,111,722772,00_Rock2-85-F_comp,21
251,28.23529411764706,2.8235294117647065,G#:maj,,451764.705882353,496941.1764705883,281,722772,00_Rock2-85-F_comp,21
252,31.058823529411768,2.823529411764703,C#:maj,,496941.1764705883,542117.6470588235,36,722772,00_Rock2-85-F_comp,21
253,33.88235294117647,2.82352941176471,G:hdim7,,542117.6470588235,587294.1176470589,255,722772,00_Rock2-85-F_comp,21
254,36.70588235294118,2.823529411764703,C:7,,587294.1176470589,632470.5882352941,6,722772,00_Rock2-85-F_comp,21
255,39.52941176470589,5.64378823529411,F:min,,632470.5882352941,722771.2,177,722772,00_Rock2-85-F_comp,21
